codeSp	GrSIH	codeSIH	ISSCAAP	TAXOCODE	codeFAO	codeFB	phylum	categ_bent	classe	ordre	Famille	Genre	espece	identifiant	taille_max	L50	cryptique	mobilite	territorialite	nocturne	comp_gr	agreg_saison	posi_col_eau	strat_demo	ponte	habitat_pref	chgmt_sexe	Trophique_2015	statutIUCN	coeffA	coeffB	niveau_taxo_ab
Stetsp.	PO	-999	-999	NA	NA	200978	chordata	NA	Actinopterygii	Perciformes	Labridae	Stethojulis	sp.	Stethojulis_sp.	-999	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,029218173	2,608078785	ge
Stetstri	PO	-999	-999	NA	NA	5641	chordata	NA	Actinopterygii	Perciformes	Labridae	Stethojulis	strigiventer	Stethojulis_strigiventer	15	-999	N	MO	NA	DI	NA	NA	B	2	NA	H	NA	CA	NA	0,019083913	2,876257644	sp
Stettril	PO	-999	-999	NA	NA	6622	chordata	NA	Actinopterygii	Perciformes	Labridae	Stethojulis	trilineata	Stethojulis_trilineata	15	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,018514027	2,892355216	ge
Sticheli	PA	-999	-999	NA	NA	-999	cnidaria	OT	Anthozoa	Actiniaria	Stichodactylidae	Stichodactyla	helianthus	Stichodactyla_helianthus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sticlutk	PA	-999	-999	NA	NA	-999	cnidaria	OT	Anthozoa	Antipatharia	Antipathidae	Stichopathes	lutkeni	Stichopathes_lutkeni	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sticmert	PA	-999	-999	NA	NA	-999	cnidaria	OT	Anthozoa	Actiniaria	Stychodactylidae	Stichodactyla	mertensii	Stichodactyla_mertensii	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sticsp.	PA	-999	-999	NA	NA	-999	cnidaria	OT	Anthozoa	Antipatharia	Antipathidae	Stichopathes	sp.	Stichopathes_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stigcanc	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Caenogastropoda	Naticidae	Stigmaulax	cancellatus	Stigmaulax_cancellatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stigsulc	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Caenogastropoda	Naticidae	Stigmaulax	sulcatus	Stigmaulax_sulcatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stolcomm	PO	-999	-999	NA	NA	566	chordata	NA	Actinopterygii	Clupeiformes	Engraulidae	Stolephorus	commersonnii	Stolephorus_commersonnii	10	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stolindi	PO	-999	35	1210605004	ESI	569	chordata	NA	Actinopterygii	Clupeiformes	Engraulidae	Stolephorus	indicus	Stolephorus_indicus	15	-999	N	TM	NA	DN	NA	NA	P	1	NA	C	NA	PL	NA	0,025223907	2,600252745	ge
Stolsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Clupeiformes	Engraulidae	Stolephorus	sp.	Stolephorus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stoltri	PO	-999	35	1210605006	ESJ	577	chordata	NA	Actinopterygii	Clupeiformes	Engraulidae	Stolephorus	tri	Stolephorus_tri	10	-999	N	TM	NA	DN	NA	NA	P	1	NA	NA	NA	PL	NA	0,025223907	2,600252745	ge
Stolwait	PO	-999	35	1210605007	ESW	578	chordata	NA	Actinopterygii	Clupeiformes	Engraulidae	Stolephorus	waitei	Stolephorus_waitei	9	-999	N	TM	NA	DN	NA	NA	P	1	NA	NA	NA	PL	NA	0,025223907	2,600252745	ge
Strarust	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Muricidae	Stramonita	rustica	Stramonita_rustica	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Strasoli	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Turridae	Strictispira	solida	Strictispira_solida	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Strocost	MO	-999	52	3070600221	MBQ	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	costatus	Strombus_costatus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Strogall	MO	-999	52	3070600222	UGA	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	gallus	Strombus_gallus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Strogesp.	MO	5206	-999	NA	NA	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	ge.	sp.	Strombidae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Strogiga	MO	-999	52	3070600201	COO	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	gigas	Strombus_gigas	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
StrogigaM	MO	-999	52	3070600201	COO	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	gigas	Strombus_gigas_mort	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
StrogigaV	MO	-999	52	3070600201	COO	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	gigas	Strombus_gigas_vivant	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stroinci	PO	-999	-999	NA	NA	8121	chordata	NA	Actinopterygii	Beloniformes	Belonidae	Strongylura	incisa	Strongylura_incisa	100	-999	N	TM	NA	DI	NA	NA	P	3	NA	NA	NA	PI	NA	0,001549946	2,995734075	sp
Stroleiu	PO	-999	37	1470101209	SYQ	1315	chordata	NA	Actinopterygii	Beloniformes	Belonidae	Strongylura	leiura	Strongylura_leiura	100	-999	N	TM	NA	DI	NA	NA	P	3	NA	CO	NA	PI	NA	0,001083624	3,101073281	ge
Stroluhu	MO	-999	52	3070600212	QSU	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	luhuanus	Strombus_luhuanus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stromsp.	MO	-999	52	30706002XX	CON	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	sp.	Strombus_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stronsp.	PA	-999	-999	NA	NA	-999	porifera	NA	Demospongiae	Haplosclerida	Petrosiidae	Strongylophora	sp.	Strongylophora_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stropugi	MO	-999	52	3070600223	RXU	-999	mollusca	NA	Gastropoda	Littorinimorpha	Strombidae	Strombus	pugilis	Strombus_pugilis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Strosath	PO	-999	33	1430601801	MSS	8595	chordata	NA	Actinopterygii	Anguilliformes	Muraenidae	Strophidon	sathete	Strophidon_sathete	400	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	C	NA	CA	NA	0,0047	2,614	NA
Strosp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Anguilliformes	Muraenidae	Strophidon	sp.	Strophidon_sp.	-999	-999	O	SE	NA	NO	NA	NA	B	5	NA	NA	NA	CA	NA	0,004653585	2,613511331	fa
Strourvi	PO	-999	-999	NA	NA	14497	chordata	NA	Actinopterygii	Beloniformes	Belonidae	Strongylura	urvillii	Strongylura_urvillii	27	-999	N	TM	NA	DI	NA	NA	P	3	NA	NA	NA	PI	NA	0,000460974	3,360508647	sp
Stylarma	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Astrocoeniidae	Stylocoeniella	armata	Stylocoeniella_armata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylguen	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Astrocoeniidae	Stylocoeniella	guentheri	Stylocoeniella_guentheri	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylmada	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	madagascariensis	Stylophora_madagascariensis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylmord	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	mordax	Stylophora_mordax	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylpist	PA	-999	77	6191300301	YPQ	-999	cnidaria	CS	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	pistillata	Stylophora_pistillata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylrose	PA	-999	-999	NA	NA	-999	cnidaria	CB	Hydrozoa	Anthoathecata	Stylasteridae	Stylaster	roseus	Stylaster_roseus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylsp.	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Poritidae	Stylaraea	sp.	Stylaraea_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylsubs	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	subseriata	Stylophora_subseriata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stylwell	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	wellsi	Stylophora_wellsi	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Stypzona	NA	-999	-999	NA	NA	-999	ochrophyta	NA	Phaeophyceae	Dictyotales	Dictyotaceae	Stypopodium	zonale	Stypopodium_zonale	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Subesp.	PA	-999	-999	NA	NA	-999	cnidaria	OT	Octocorallia	Gorgonacea	Subergorgiidae	Subergorgia	spp	Subergorgia_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Suezgrac	PO	-999	-999	NA	NA	4407	chordata	NA	Actinopterygii	Perciformes	Labridae	Suezichthys	gracilis	Suezichthys_gracilis	16	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,010669345	3,177649683	fa
Suffburs	PO	-999	-999	NA	NA	6029	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Sufflamen	bursa	Sufflamen_bursa	25	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,032440877	2,929115407	ge
Suffchry	PO	-999	-999	NA	NA	5842	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Sufflamen	chrysopterum	Sufflamen_chrysopterum	30	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,032440877	2,929115407	ge
Sufffrae	PO	-999	-999	NA	NA	1312	chordata	NA	Actinopterygii	Tetraodontiformes	Balistidae	Sufflamen	fraenatum	Sufflamen_fraenatum	38	-999	N	SE	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	0,028651762	2,965827733	sp
Suffsp.	PO	-999	-999	NA	NA	200196	chordata	NA	Actinopterygii	Perciformes	Balistidae	Sufflamen	sp.	Sufflamen_sp.	-999	-999	N	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	CA	NA	-999	-999	ge
Suggsp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Scorpaeniformes	Platycephalidae	Suggrundus	sp.	Suggrundus_sp.	30	-999	O	MO	NA	NO	NA	NA	B	5	NA	NA	NA	PI	NA	0,004021416	3,210540848	ge
Sunaotai	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Scorpaeniformes	Platycephalidae	Sunagocia	otaitensis	Sunagocia_otaitensis	30	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Symbmicr	NA	-999	-999	NA	NA	-999	dinomastigota	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	microadriaticum	Symbiodinium_microadriaticum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Symbrufi	PO	-999	-999	NA	NA	16726	chordata	NA	Actinopterygii	Myctophiformes	Myctophidae	Symbolophorus	rufinus	Symbolophorus_rufinus	9	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sympagar	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Mussidae	Symphyllia	agaricia	Symphyllia_agaricia	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sympnema	PO	-999	33	1703238001	SJE	215	chordata	NA	Actinopterygii	Perciformes	Lutjanidae	Symphorus	nematophorus	Symphorus_nematophorus	100	-999	N	TM	NA	DN	NA	NA	B	6	NA	NA	NA	CA	NA	0,014663515	3,046170811	sp
Sympocel	PO	-999	-999	NA	NA	7687	chordata	NA	Actinopterygii	Pleuronectiformes	Cynoglossidae	Symphurus	ocellatus	Symphurus_ocellatus	12	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Symppito	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Perciformes	Symphysanodontidae	Symphysanodon	pitondelafournaisei	Symphysanodon_pitondelafournaisei	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sympradi	PA	-999	-999	NA	NA	-999	cnidaria	CS	Anthozoa	Scleractinia	Mussidae	Symphyllia	radians	Symphyllia_radians	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Symprect	PA	-999	-999	NA	NA	-999	cnidaria	CM	Anthozoa	Scleractinia	Mussidae	Symphyllia	recta	Symphyllia_recta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sympsp.	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Mussidae	Symphyllia	sp.	Symphyllia_sp.	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Sympvale	PA	-999	-999	NA	NA	-999	cnidaria	CE	Anthozoa	Scleractinia	Mussidae	Symphyllia	valenciennesii	Symphyllia_valenciennesii	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Synaaffi	PO	-999	-999	NA	NA	7476	chordata	NA	Actinopterygii	Anguilliformes	Synaphobranchidae	Synaphobranchus	affinis	Synaphobranchus_affinis	160	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Synahorr	PO	-999	-999	NA	NA	6389	chordata	NA	Actinopterygii	Scorpaeniformes	Scorpaenidae	Synanceia	horrida	Synanceia_horrida	60	-999	O	SE	NA	NO	NA	NA	B	4	NA	NA	NA	PI	NA	0,004347289	3,694221868	fa
Synajapo	PO	-999	34	1701300701	SYN	357	chordata	NA	Actinopterygii	Perciformes	Acropomatidae	Synagrops	japonicus	Synagrops_japonicus	35	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Synaverr	PO	-999	-999	NA	NA	5825	chordata	NA	Actinopterygii	Scorpaeniformes	Scorpaenidae	Synanceia	verrucosa	Synanceia_verrucosa	40	-999	O	SE	NA	NO	NA	NA	B	4	NA	CO	NA	PI	NA	0,004347289	3,694221868	fa
Syncalti	PO	-999	-999	NA	NA	10608	chordata	NA	Actinopterygii	Perciformes	Callionymidae	Synchiropus	altivelis	Synchiropus_altivelis	17	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,032857465	2,466200719	fa
Syncocel	PO	-999	-999	NA	NA	7981	chordata	NA	Actinopterygii	Perciformes	Callionymidae	Synchiropus	ocellatus	Synchiropus_ocellatus	8	-999	N	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,049055665	2,317438026	ge
Syncrame	PO	-999	-999	NA	NA	8132	chordata	NA	Actinopterygii	Perciformes	Callionymidae	Synchiropus	rameus	Synchiropus_rameus	15	-999	N	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,068655492	2,184	sp
Syncsp.	PO	-999	-999	NA	NA	200994	chordata	NA	Actinopterygii	Perciformes	Callionymidae	Synchiropus	sp.	Synchiropus_sp.	-999	-999	N	SE	NA	DI	NA	NA	B	1	NA	NA	NA	CA	NA	0,049055665	2,317438026	ge
Syncsple	PO	-999	-999	NA	NA	12644	chordata	NA	Actinopterygii	Perciformes	Callionymidae	Synchiropus	splendidus	Synchiropus_splendidus	6	-999	N	SE	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	0,010944062	3,341453064	sp
Syncstel	PO	-999	-999	NA	NA	7802	chordata	NA	Actinopterygii	Perciformes	Callionymidae	Synchiropus	stellatus	Synchiropus_stellatus	8	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Syngbiac	PO	-999	33	1510601201	SGJ	5980	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	Syngnathoides	biaculeatus	Syngnathoides_biaculeatus	29	-999	O	MO	NA	DI	NA	NA	B	4	NA	CO	NA	CA	NA	-999	-999	NA
Synggesp.	PO	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Syngnathiformes	Syngnathidae	ge.	sp.	Syngnathidae	-999	-999	O	MO	NA	DI	NA	NA	B	2	NA	NA	NA	CA	NA	-999	-999	NA
Synobino	PO	-999	-999	NA	NA	7292	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	binotatus	Synodus_binotatus	18	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,008477549	3,0777	ge
Synoderm	PO	-999	-999	NA	NA	12620	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	dermatogenys	Synodus_dermatogenys	24	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,004646068	3,345533378	sp
Synodoak	PO	-999	-999	NA	NA	12890	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	doaki	Synodus_doaki	28	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,008477549	3,0777	ge
Synohosh	PO	-999	-999	NA	NA	7941	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	hoshionis	Synodus_hoshinonis	26	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,001768622	3,662091494	sp
Synointe	PO	-999	-999	NA	NA	2720	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	intermedius	Synodus_intermedius	46	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	2,9988	NA
Synojacu	PO	-999	-999	NA	NA	7943	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	jaculum	Synodus_jaculum	20	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,008477549	3,0777	ge
Synosaur	PO	-999	33	1311601003	SDR	1771	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	saurus	Synodus_saurus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Synosp.	PO	-999	-999	NA	NA	200997	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	sp.	Synodus_sp.	18	-999	O	MO	NA	DN	NA	NA	B	2	NA	NA	NA	PI	NA	0,008477549	3,0777	ge
Synovari	PO	-999	33	1311601004	SYW	5398	chordata	NA	Actinopterygii	Aulopiformes	Synodontidae	Synodus	variegatus	Synodus_variegatus	40	-999	O	MO	NA	DN	NA	NA	B	2	NA	CO	NA	PI	NA	0,003142821	3,483798595	sp
Syrifili	VE	-999	-999	NA	NA	-999	plantae	NA	Liliopsida	Potamogetonales	Cymodoceaceae	Syringodium	filiforme	Syringodium_filiforme	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Taenlymm	PO	-999	38	1100501902	RTY	5399	chordata	NA	Elasmobranchii	Rajiformes	Dasyatidae	Taeniura	lymma	Taeniura_lymma	35	-999	N	MO	NA	DN	NA	NA	B	6	NA	CO	NA	PI	NA	0,009373862	3,35248721	fa
Taenmeye	PO	-999	38	1100501903	RTE	6482	chordata	NA	Elasmobranchii	Rajiformes	Dasyatidae	Taeniura	meyeni	Taeniura_meyeni	330	-999	N	TM	NA	DN	NA	NA	B	5	NA	CO	NA	CA	NA	0,009373862	3,35248721	fa
Taentria	PO	-999	34	1780102701	TOH	5824	chordata	NA	Actinopterygii	Scorpaeniformes	Scorpaenidae	Taenianotus	triacanthus	Taenianotus_triacanthus	10	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	0,0246	2,908	NA
Takioblo	PO	-999	-999	NA	NA	8301	chordata	NA	Actinopterygii	Tetraodontiformes	Tetraodontidae	Takifugu	oblongus	Takifugu_oblongus	40	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Talpzebr	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Cypraeidae	Talparia	zebra	Talparia_zebra	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tarastei	PO	-999	37	1702700404	TST	3561	chordata	NA	Actinopterygii	Perciformes	Bramidae	Taractichthys 	steindachneri	Taractichthys_steindachneri	60	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tectanti	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	NA	Lottiidae	Tectura	antillarum	Tectura_antillarum	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tectanto	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Hypsogastropoda	Littorinidae	Tectarius	antonii	Tectarius_antonii	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tectpyra	MO	-999	52	3070400801	EQY	-999	mollusca	NA	Gastropoda	NA	Trochidae	Tectus	pyramis	Tectus_pyramis	15	-999	N	NA	N	NA	NA	NA	B	-999	NA	NA	NA	HE	NA	-999	-999	NA
Tedaigni	PA	-999	-999	NA	NA	-999	porifera	NA	Demospongiae	Poecilosclerida	Tedaniidae	Tedania	ignis	Tedania_ignis	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Teguexca	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	NA	Turbinidae	Tegula	excavata	Tegula_excavata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tegufasc	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	NA	Turbinidae	Tegula	fasciata	Tegula_fasciata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tegulivi	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	NA	Turbinidae	Tegula	lividomaculata	Tegula_lividomaculata	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Teixjord	PO	-999	33	1706202501	TXO	10742	chordata	NA	Actinopterygii	Perciformes	Pomacentridae	Teixeirichthys	jordani	Teixeirichthys_jordani	14	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tellfaus	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tellinidae	Tellina	fausta	Tellina_fausta	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Telllist	MO	-999	-999	NA	NA	-999	mollusca	NA	Bivalvia	Euheterodonta_incertae_sedis	Tellinidae	Tellina	listeri	Tellina_listeri	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Terajarb	PO	-999	33	1700408901	TJB	4458	chordata	NA	Actinopterygii	Perciformes	Terapontidae	Terapon	jarbua	Terapon_jarbua	36	-999	N	TM	NA	DN	NA	NA	D	3	NA	C	NA	PI	NA	0,013179344	3,130605741	sp
Terather	PO	-999	33	1700408903	TEH	4829	chordata	NA	Actinopterygii	Perciformes	Terapontidae	Terapon	theraps	Terapon_theraps	30	-999	NA	NA	NA	NA	NA	NA	B	-999	NA	CO	NA	CA	NA	-999	-999	NA
Terecayo	MO	-999	-999	NA	NA	-999	mollusca	NA	Gastropoda	Caenogastropoda	Fasciolariidae	Terelatirus	cayohuesonicus	Terelatirus_cayohuesonicus	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tetrangu	PO	-999	36	1750300905	SSP	3915	chordata	NA	Actinopterygii	Perciformes	Istiophoridae	Tetrapturus	angustirostris	Tetrapturus_angustirostris	230	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Tetrauda	PO	-999	36	1750300903	MLS	223	chordata	NA	Actinopterygii	Perciformes	Istiophoridae	Tetrapturus	audax	Tetrapturus_audax	420	-999	NA	NA	NA	NA	NA	NA	D	-999	NA	L	NA	PI	NA	-999	-999	NA
Tetrconc	PO	-999	33	1900101201	TEQ	8060	chordata	NA	Actinopterygii	Tetraodontiformes	Ostraciidae	Tetrosomus	concatenatus	Tetrosomus_concatenatus	30	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
Tetrgesp.	NA	-999	-999	NA	NA	-999	chordata	NA	Actinopterygii	Tetraodontiformes	Tetraodontidae	ge.	sp.	Tetraodontidae	-999	-999	NA	NA	NA	NA	NA	NA	NA	-999	NA	NA	NA	NA	NA	-999	-999	NA
